python,matmul_v1.py:100,127
python,matmul_v1.py:100,129
python,matmul_v1.py:100,106
python,matmul_v1.py:100,103
python,matmul_v1.py:100,118
python,matmul_v1.py:500,11361
python,matmul_v1.py:500,11364
python,matmul_v1.py:500,10197
python,matmul_v1.py:500,10245
python,matmul_v1.py:500,10509
python,matmul_v1.py:1000,29907
python,matmul_v1.py:1000,29733
python,matmul_v1.py:1000,36352
python,matmul_v1.py:1000,35865
python,matmul_v1.py:1000,31674
python,matmul_v1.py:1500,45955
python,matmul_v1.py:1500,32676
python,matmul_v1.py:1500,38175
python,matmul_v1.py:1500,36252
python,matmul_v1.py:1500,50726
python,matmul_v1.py:2000,58432
python,matmul_v1.py:2000,5208
python,matmul_v1.py:2000,12127
python,matmul_v1.py:2000,10987
python,matmul_v1.py:2000,400
